country,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight,area,PCA_component1,PCA_component2
Bulgaria,42.492,25.452,305,1.8,1.3,2020-02-13,11:50,A,60,6.0NRT,286.6,16.9,D,2.3400000000000003,3.116688808115283,2.823632769523658
Bulgaria,42.498,25.456,321.6,1.8,1.3,2020-02-13,11:50,A,81,6.0NRT,287.8,46.3,D,2.3400000000000003,3.453247508150092,3.8592365269033904
North Macedonia,42.108,21.819,303.1,1.2,1.1,2020-02-13,11:50,A,44,6.0NRT,290.3,4.6,D,1.32,1.4729494898437547,3.295366897501694
North Macedonia,41.852,22.253,303.4,1.2,1.1,2020-02-13,11:50,A,56,6.0NRT,290.2,5.6,D,1.32,1.4825987807544878,3.3221006453092197
North Macedonia,41.87,22.412,301.5,1.2,1.1,2020-02-13,11:50,A,47,6.0NRT,288.2,5.5,D,1.32,1.5003743921053538,3.110933515939512
North Macedonia,41.44,21.931,307.5,1.2,1.1,2020-02-13,11:50,A,65,6.0NRT,290.7,8.8,D,1.32,1.5194245710913958,3.5739017669859927
North Macedonia,41.441,21.945,306.9,1.2,1.1,2020-02-13,11:50,A,64,6.0NRT,291,8.5,D,1.32,1.5051025303868923,3.5658769512740784
Albania,40.865,19.775,304.4,1,1,2020-02-13,11:50,A,59,6.0NRT,292.2,4.6,D,1.0,0.7855876303203977,3.701831388121926
Austria,48.272,14.332,310.4,1,1,2020-02-13,11:50,A,66,6.0NRT,272.6,14.3,D,1.0,1.4489011667131075,2.4119897146306766
Austria,48.274,14.346,302.7,1,1,2020-02-13,11:50,A,40,6.0NRT,270.2,8.9,D,1.0,1.3719891613357746,1.8870900227643195
Ukraine,49.117,23.953,314.2,1.8,1.3,2020-02-13,11:50,A,74,6.0NRT,279.2,38.2,D,2.3400000000000003,3.6938112641927425,2.602037608360072
Croatia,44.928,15.162,301.5,1.1,1,2020-02-13,11:50,A,47,6.0NRT,286.2,6,D,1.1,1.0501899058045732,2.981983177948596
Bosnia and Herzegovina,45.04,15.965,300.4,1,1,2020-02-13,11:50,A,37,6.0NRT,287.3,4.8,D,1.0,0.9109814367043827,3.0239178383680545
Romania,46.177,27.145,303.1,2.5,1.5,2020-02-13,11:50,A,46,6.0NRT,283.3,25.1,D,3.75,4.885208155439096,1.9947846915352323
Bosnia and Herzegovina,44.785,16.171,302.3,1,1,2020-02-13,11:50,A,49,6.0NRT,287.1,5.9,D,1.0,0.9384412148886445,3.111414030578676
Bosnia and Herzegovina,44.787,16.184,301.3,1,1,2020-02-13,11:50,A,46,6.0NRT,288.4,5.4,D,1.0,0.899216011183237,3.150306178113356
Bosnia and Herzegovina,44.789,16.196,306.3,1,1,2020-02-13,11:50,A,63,6.0NRT,288.4,8.4,D,1.0,0.9765403383854414,3.3844583421586436
Bosnia and Herzegovina,44.794,16.288,301.2,1,1,2020-02-13,11:50,A,33,6.0NRT,287.4,6.3,D,1.0,0.923916509219174,3.0886760701088902
Bosnia and Herzegovina,44.464,16.136,300.9,1,1,2020-02-13,11:50,A,42,6.0NRT,286,5.6,D,1.0,0.928394304287765,2.9943655278406185
Bosnia and Herzegovina,44.466,16.149,304,1,1,2020-02-13,11:50,A,58,6.0NRT,284.2,7.6,D,1.0,1.011356621519486,3.023187169544406
Bosnia and Herzegovina,44.592,16.966,301.8,1,1,2020-02-13,11:50,A,49,6.0NRT,284.3,5.6,D,1.0,0.9915555617987808,2.9131406048655175
Croatia,44.205,16.144,313.3,1,1,2020-02-13,11:50,A,73,6.0NRT,283,14.9,D,1.0,1.1770385612368592,3.4089262621554415
Bosnia and Herzegovina,44.102,17.405,305.3,1,1,2020-02-13,11:50,A,61,6.0NRT,284.8,8.4,D,1.0,1.0301425125409207,3.139093178342494
Romania,43.832,23.776,346,1.5,1.2,2020-02-13,11:50,A,94,6.0NRT,289.4,99.7,D,1.7999999999999998,3.319779243755378,5.603175824413739
Romania,43.834,23.795,349.9,1.5,1.2,2020-02-13,11:50,A,90,6.0NRT,287.5,114.8,D,1.7999999999999998,3.4841281511034694,5.779617096760637
Croatia,43.047,17.596,318.6,1,1,2020-02-13,11:50,A,74,6.0NRT,287.6,17.8,D,1.0,1.1549663232983884,4.008546162601272
Croatia,43.049,17.608,353.2,1,1,2020-02-13,11:50,A,97,6.0NRT,289.8,71.3,D,1.0,1.8205361682518235,6.075986127666878
Croatia,43.039,17.604,330.7,1,1,2020-02-13,11:50,A,87,6.0NRT,288.3,29.6,D,1.0,1.3520833625558395,4.663549033785351
Bulgaria,43.375,23.247,300.1,1.4,1.2,2020-02-13,11:50,A,29,6.0NRT,287.8,6.4,D,1.68,2.149996072331006,2.79586656808958
Bulgaria,43.369,23.236,300.5,1.4,1.2,2020-02-13,11:50,A,35,6.0NRT,288.1,7.1,D,1.68,2.1524923828629197,2.838764435060057
Italy,41.813,15.912,303.9,1.1,1.1,2020-02-13,11:50,A,57,6.0NRT,284.4,8.4,D,1.2100000000000002,1.3779509149451838,3.033870857061223
Spain,42.401,-6.004,309,1,1,2020-02-13,13:30,A,67,6.0NRT,284.2,9.7,D,1.0,0.5906140128991895,3.357807408200368
Romania,45.003,29.605,309,1.3,1.1,2020-02-13,19:35,T,76,6.0NRT,270.9,22.1,N,1.4300000000000002,2.3239798989935485,2.1467529386500854
Romania,45.067,29.451,306.1,1.3,1.1,2020-02-13,19:35,T,67,6.0NRT,272.2,19.7,N,1.4300000000000002,2.2506009140432726,2.086870609029001
Ukraine,45.515,29.552,319.1,1.3,1.1,2020-02-13,19:35,T,98,6.0NRT,269.8,33.1,N,1.4300000000000002,2.544175652983629,2.569333916048491
Ukraine,45.513,29.547,310.8,1.3,1.1,2020-02-13,19:35,T,81,6.0NRT,269.2,22.6,N,1.4300000000000002,2.3981929325347338,2.0903199760371827
Romania,45.006,29.622,319.6,1.3,1.1,2020-02-13,19:35,T,99,6.0NRT,274.3,35.1,N,1.4300000000000002,2.458486751114875,2.926756163024569
Ukraine,48.163,30.617,349.8,1.1,1,2020-02-13,19:40,T,100,6.0NRT,273.2,76.2,N,1.1,2.613628493238374,4.494741183575861
Belgium,51.171,3.808,313.7,1.1,1.1,2020-02-13,21:15,T,88,6.0NRT,279.5,19.3,N,1.2100000000000002,1.705231796503282,2.6628504131955255
Ukraine,48.172,30.618,305.9,1.4,1.2,2020-02-13,23:45,A,66,6.0NRT,269,20.6,N,1.68,2.8889887025521066,1.5387621331060084
Spain,43.41,-6.635,312.8,1.4,1.2,2020-02-15,02:10,A,86,6.0NRT,279.3,26.8,N,1.68,2.091551087234256,3.1301055770178796
Slovakia,48.605,21.189,300.7,1.2,1.1,2020-02-15,09:55,T,32,6.0NRT,279.2,7.7,D,1.32,1.912263724404132,2.220690636233581
Slovakia,48.61,21.181,300,1.2,1.1,2020-02-15,09:55,T,6,6.0NRT,279.1,7,D,1.32,1.901921479188131,2.1785434110069017
North Macedonia,41.439,21.942,309.6,1.8,1.3,2020-02-15,09:55,T,69,6.0NRT,283.5,26.4,D,2.3400000000000003,3.1985454891042298,2.985640860636757
Italy,40.514,16.918,316.7,1.1,1,2020-02-15,09:55,T,77,6.0NRT,286.8,17.4,D,1.1,1.1773967080110954,3.994450755990165
Bosnia and Herzegovina,43.131,17.907,305.9,1.1,1,2020-02-15,09:55,T,62,6.0NRT,284.6,9.2,D,1.1,1.1561655287930137,3.202054292114209
Slovakia,48.365,18.369,323.5,1,1,2020-02-15,09:55,T,78,6.0NRT,282.4,24.1,D,1.0,1.5719164581181342,3.7048866443346977
Algeria,36.866,6.982,300.5,1.8,1.3,2020-02-15,10:00,T,30,6.0NRT,290.5,8.1,D,2.3400000000000003,2.416208955988283,3.1374282169918466
Romania,44.502,24.206,307,1.2,1.1,2020-02-15,11:35,A,65,6.0NRT,284.7,9.8,D,1.32,1.7936103076649452,3.02949403757673
Portugal,38.592,-9.16,300.5,1,1,2020-02-15,11:35,T,36,6.0NRT,287.5,4.1,D,1.0,0.21795665701037747,3.3887008375103838
Portugal,38.061,-8.045,307.8,1.1,1.1,2020-02-15,11:35,T,61,6.0NRT,293.2,7.1,D,1.2100000000000002,0.6837245096864251,3.9811610377848416
Portugal,38.056,-8.04,303.9,1.1,1.1,2020-02-15,11:35,T,57,6.0NRT,293,5.1,D,1.2100000000000002,0.6291529552744521,3.788742819826685
Spain,37.565,-7.232,307.1,1.2,1.1,2020-02-15,11:35,T,64,6.0NRT,292.1,7.9,D,1.32,0.8147645421382319,3.877225546871096
Portugal,37.662,-8.198,306.8,1.1,1.1,2020-02-15,11:35,T,42,6.0NRT,292.4,6.7,D,1.2100000000000002,0.6673555837643257,3.903216502642053
Greece,37.938,21.293,313.6,1,1,2020-02-15,11:35,A,74,6.0NRT,290.2,12,D,1.0,0.9065898257069809,4.166473411128125
Greece,38.103,21.763,305.9,1,1,2020-02-15,11:35,A,62,6.0NRT,288.4,7.4,D,1.0,0.8368273756686497,3.6797057414013152
Greece,38.981,20.737,315.9,1.1,1,2020-02-15,11:35,A,61,6.0NRT,289.3,15.5,D,1.1,1.1150707131164186,4.1527737521643715
Greece,38.979,20.725,312.1,1.1,1,2020-02-15,11:35,A,40,6.0NRT,289.3,12,D,1.1,1.049751596612901,3.9635656416264666
Romania,44.5,24.192,302.6,1.2,1.1,2020-02-15,11:35,A,53,6.0NRT,286,6.3,D,1.32,1.6962613200724241,2.900440638887303
Greece,39.219,20.904,305.3,1,1,2020-02-15,11:35,A,61,6.0NRT,289.5,6.7,D,1.0,0.8292987943856978,3.668123857486582
Romania,45.622,26.921,313.3,1.6,1.2,2020-02-15,11:40,A,71,6.0NRT,283.9,25.2,D,1.92,2.8769443218724593,3.0887614613235157
Austria,48.272,14.331,309.2,1.3,1.1,2020-02-15,11:40,A,64,6.0NRT,286.5,16.4,D,1.4300000000000002,1.8921089845858583,3.0985282592073107
Slovakia,48.545,18.056,305.1,1,1,2020-02-15,11:40,A,60,6.0NRT,284,8.6,D,1.0,1.2244246195082442,2.8745312154253697
Slovakia,47.857,18.178,312.3,1,1,2020-02-15,11:40,A,72,6.0NRT,285.8,12.3,D,1.0,1.2753583810708735,3.3565111917871224
Romania,45.658,27.228,300.9,1.7,1.3,2020-02-15,11:40,A,32,6.0NRT,284,10.2,D,2.21,3.118151944739208,2.309223378960842
Romania,45.006,23.276,303.1,1.1,1,2020-02-15,11:40,A,55,6.0NRT,289,5.8,D,1.1,1.1762913099804817,3.2214866872479235
France,42.9,0.601,310.9,1.2,1.1,2020-02-15,13:15,A,71,6.0NRT,292.3,13.6,D,1.32,1.2142031121458414,3.8108720150812054
Algeria,35.04,-1.785,308.3,1,1,2020-02-15,13:15,A,49,6.0NRT,294.7,5.2,D,1.0,0.180265686832199,4.328592392346165
Algeria,35.803,-0.257,314.1,1,1,2020-02-15,13:15,A,64,6.0NRT,295,9.1,D,1.0,0.3218318187104312,4.585075863654733
Algeria,35.811,-0.27,310.2,1,1,2020-02-15,13:15,A,35,6.0NRT,293.1,5.9,D,1.0,0.29327143986762727,4.2698973466356005
Spain,37.41,-1.684,304.2,1,1,2020-02-15,13:15,A,34,6.0NRT,292.2,2.8,D,1.0,0.2521321083564032,3.860081224056546
Spain,39.054,-3.596,305.7,1,1,2020-02-15,13:15,A,59,6.0NRT,292.5,5.4,D,1.0,0.30259176504816043,3.8897257965507173
Spain,39.813,-3.478,312.4,1,1,2020-02-15,13:15,A,72,6.0NRT,294.4,9.5,D,1.0,0.39972647346060564,4.292002257613193
Spain,39.887,-4.362,304.2,1.1,1,2020-02-15,13:15,A,34,6.0NRT,289.6,5.7,D,1.1,0.47414195801427983,3.569168659939288
Spain,41.293,-1.879,308.4,1,1,2020-02-15,13:15,A,67,6.0NRT,291.5,7.6,D,1.0,0.47859585763613244,3.846558375570601
Spain,41.327,-1.689,309.6,1,1,2020-02-15,13:15,A,69,6.0NRT,293.8,7.2,D,1.0,0.4522276019009217,4.0407938740321026
Portugal,41.289,-7.91,301.1,1.4,1.2,2020-02-15,13:15,A,44,6.0NRT,277.6,11.1,D,1.68,1.7298052698986421,2.345853004457144
France,42.774,0.553,310.5,1.2,1.1,2020-02-15,13:15,A,70,6.0NRT,287,14.6,D,1.32,1.309748089347719,3.463423765219939
France,42.772,0.537,312.7,1.2,1.1,2020-02-15,13:15,A,73,6.0NRT,287.9,16.6,D,1.32,1.3298140038730224,3.6317077560075446
France,42.902,0.618,303.6,1.2,1.1,2020-02-15,13:15,A,56,6.0NRT,292.3,6.9,D,1.32,1.0897964254347916,3.4472745158391014
Ukraine,45.37,29.499,317.5,1.9,1.3,2020-02-15,19:25,T,95,6.0NRT,273.9,51.3,N,2.4699999999999998,3.9498518550289985,2.5556669396931753
Italy,38.794,15.209,325.7,1,1,2020-02-15,21:00,T,95,6.0NRT,279.1,0,N,1.0,1.0624487229716377,3.672049937585523
Italy,45.144,9.946,308.9,1.1,1,2020-02-15,21:05,T,76,6.0NRT,275.1,16.2,N,1.1,1.2678541009200304,2.535873140704229
Austria,48.277,14.337,316.8,1.1,1,2020-02-15,21:05,T,94,6.0NRT,277.4,22.9,N,1.1,1.5502168816377098,2.918025438944495
Ukraine,48.166,30.611,313.8,1.2,1.1,2020-01-07,00:20,A,88,6.0NRT,266.8,23.2,N,1.32,2.4634670725450705,2.1216036028011604
Ukraine,48.163,30.626,333.4,1.2,1.1,2020-01-07,00:20,A,100,6.0NRT,267.9,49.9,N,1.32,2.824109973177678,3.2500429374526796
North Macedonia,41.449,21.946,302.1,1.1,1,2020-01-07,00:25,A,46,6.0NRT,269.2,12.2,N,1.1,1.3468314523166862,2.159526349814165
Netherlands,52.485,4.597,301.5,1,1,2020-01-07,02:00,A,42,6.0NRT,278.7,8.3,N,1.0,1.089480322536396,2.2279945745890606
Czechia,49.676,18.672,305.9,1,1,2020-01-07,09:45,T,62,6.0NRT,272,12.4,D,1.0,1.4030326471603016,2.020430805309556
Czechia,49.678,18.658,322.4,1,1,2020-01-07,09:45,T,82,6.0NRT,272.9,26.3,D,1.0,1.6612285105856357,2.8892145010538894
Serbia,44.594,20.98,300.4,1.1,1.1,2020-01-07,09:50,T,37,6.0NRT,273.5,10.1,D,1.2100000000000002,1.621372168285639,1.9758490108102684
Italy,37.556,14.944,301.8,1,1,2020-01-07,09:50,T,49,6.0NRT,283.5,6.8,D,1.0,0.5989330941399738,3.1352903035965305
France,51.044,2.296,303.9,1.5,1.2,2020-01-07,11:25,T,0,6.0NRT,280.5,12.1,D,1.7999999999999998,2.239794985421461,2.060890909360938
France,51.033,2.291,303.5,1.5,1.2,2020-01-07,11:25,T,40,6.0NRT,280.2,12.5,D,1.7999999999999998,2.242235610111722,2.0290003860825747
Portugal,40.957,-7.931,311.3,1,1,2020-01-07,11:30,T,71,6.0NRT,281.4,12.7,D,1.0,0.4769079633919753,3.2930277355798254
Spain,43.071,-6.486,313.7,1,1,2020-01-07,11:30,T,74,6.0NRT,289,14.6,D,1.0,0.47498378178721534,3.8029535346939984
Spain,43.073,-6.498,305.9,1,1,2020-01-07,11:30,T,61,6.0NRT,289.9,9.2,D,1.0,0.333766936197766,3.489565758130678
North Macedonia,41.634,21.642,300.1,1,1,2020-01-07,11:30,A,28,6.0NRT,278.9,7.3,D,1.0,0.9283715585226217,2.5419048282339354
Greece,40.556,22.635,303,1,1,2020-01-07,11:30,A,52,6.0NRT,280.2,7.8,D,1.0,0.9212493354031958,2.8014306321355216
Portugal,40.973,-7.976,301.5,1,1,2020-01-07,11:30,T,47,6.0NRT,279.4,6.4,D,1.0,0.3613843550223059,2.6986139965516207
Czechia,49.68,18.655,302.6,1,1,2020-01-07,11:35,A,46,6.0NRT,275.1,10.3,D,1.0,1.2813821675297319,2.04256970038225
Ukraine,50.641,24.135,312.2,1.2,1.1,2020-01-07,11:35,A,72,6.0NRT,275.2,19.8,D,1.32,2.1676347990420006,2.3133684833677717
Algeria,35.809,-0.259,305.6,1,1,2020-01-07,13:05,A,47,6.0NRT,289.2,5.3,D,1.0,0.16618323784133882,3.7130124488022034
Spain,37.684,-1.185,303.2,1,1,2020-01-07,13:10,A,55,6.0NRT,288.5,4.9,D,1.0,0.19801674014044468,3.4748903927491357
Spain,37.193,-3.727,301.2,1.2,1.1,2020-01-07,13:10,A,46,6.0NRT,288.4,6.3,D,1.32,0.7030750908984573,3.2597292589364617
Spain,38.722,-0.73,303.1,1,1,2020-01-07,13:10,A,55,6.0NRT,287.6,5.8,D,1.0,0.26445203531422856,3.3699171377015404
Spain,43.067,-6.503,306.3,1.3,1.1,2020-01-07,13:10,A,63,6.0NRT,288.5,13.8,D,1.4300000000000002,1.0812524536733803,3.235889372060233
Spain,43.082,-4.385,312.7,1.1,1,2020-01-07,13:10,A,73,6.0NRT,285.9,16.2,D,1.1,0.6763928210702042,3.5149315941649357
France,42.818,1.712,307.1,1.2,1.1,2020-01-07,13:10,A,65,6.0NRT,284.1,12.6,D,1.32,1.1932246052312987,3.0035178757854446
Portugal,40.45,-7.569,309.4,1.7,1.3,2020-01-07,13:10,A,68,6.0NRT,279.1,24.2,D,2.21,2.408170215934305,2.640496708427418
Portugal,40.443,-7.547,306,1.7,1.3,2020-01-07,13:10,A,60,6.0NRT,280.3,18.5,D,2.21,2.3137306863956524,2.5260625345495824
Spain,39.915,-2.838,300.6,1.1,1,2020-01-07,13:10,A,15,6.0NRT,289,4.1,D,1.1,0.3198192399063142,3.2552075718539184
Spain,39.908,-2.823,336.9,1.1,1,2020-01-07,13:10,A,85,6.0NRT,288.9,42.5,D,1.1,0.9692929228631321,5.103415398201257
Spain,39.66,-2.813,306.2,1.1,1,2020-01-07,13:10,A,56,6.0NRT,286.9,7.8,D,1.1,0.43900890551955807,3.3956993620365754
Spain,39.651,-2.811,314.6,1.1,1,2020-01-07,13:10,A,71,6.0NRT,286.7,14.4,D,1.1,0.5802164209967275,3.7910492983822346
Spain,39.634,-2.099,312.9,1,1,2020-01-07,13:10,A,67,6.0NRT,288.3,12,D,1.0,0.4114884120994806,3.8360820218358587
Spain,39.425,-2.427,323.2,1.1,1,2020-01-07,13:10,A,78,6.0NRT,287.3,22.5,D,1.1,0.715881424717778,4.270634340686295
Spain,39.418,-2.413,310.7,1.1,1,2020-01-07,13:10,A,65,6.0NRT,287.2,10.1,D,1.1,0.4991715250725879,3.6334491193969254
Spain,39.362,-2.48,305.6,1.1,1,2020-01-07,13:10,A,62,6.0NRT,285.1,8.3,D,1.1,0.4638797891947055,3.2717233827996335
Spain,39.001,-2.123,305.8,1,1,2020-01-07,13:10,A,62,6.0NRT,289.5,7.2,D,1.0,0.2532119506130357,3.6071797585529293
Spain,38.95,-2.091,304.9,1,1,2020-01-07,13:10,A,60,6.0NRT,287.9,7.2,D,1.0,0.27132054051694565,3.4678646940108515
Spain,38.875,-2.041,305,1,1,2020-01-07,13:10,A,60,6.0NRT,289,7.2,D,1.0,0.24989290071429449,3.547382451890462
Spain,38.591,-1.057,303.5,1,1,2020-01-07,13:10,A,56,6.0NRT,289.3,5.4,D,1.0,0.224213686442837,3.5005566095179166
Spain,38.253,-1.692,303.3,1,1,2020-01-07,13:10,A,55,6.0NRT,288.4,6.2,D,1.0,0.21920551942830935,3.4579948243507017
Ukraine,48.165,30.625,310.7,1.7,1.3,2020-01-07,19:20,T,81,6.0NRT,265.5,34.5,N,2.21,3.6813083382356036,1.3937104202433541
Ukraine,48.162,30.621,316.3,1.7,1.3,2020-01-07,19:20,T,93,6.0NRT,266.2,44.9,N,2.21,3.7915273188096594,1.7670603228851467
Bosnia and Herzegovina,44.066,16.606,340.9,1,1,2020-01-07,20:55,T,100,6.0NRT,273.1,52.2,N,1.0,1.7128000251841327,4.02832108637084
Bosnia and Herzegovina,44.059,16.622,308.3,1,1,2020-01-07,20:55,T,74,6.0NRT,271.4,14.5,N,1.0,1.146467415001764,2.222439141017472
Bosnia and Herzegovina,44.057,16.609,324.5,1,1,2020-01-07,20:55,T,100,6.0NRT,271.1,29.4,N,1.0,1.4289503657379075,3.0098650426619304
Bosnia and Herzegovina,44.068,16.619,326.7,1,1,2020-01-07,20:55,T,100,6.0NRT,272.7,30.9,N,1.0,1.4340279252076995,3.2186004613200763
Germany,51.368,6.708,312.3,1,1,2019-12-31,01:55,A,85,6.0NRT,275,17.3,N,1.0,1.3129760799116061,2.5475775046133142
Germany,51.489,6.718,303.4,1,1,2019-12-31,01:55,A,7,6.0NRT,275.3,9.4,N,1.0,1.1611132090385112,2.1207085430993153
Germany,51.427,6.748,314.3,1,1,2019-12-31,01:55,A,89,6.0NRT,273.6,19.1,N,1.0,1.376399606108577,2.5524791887239746
Belgium,51.171,3.814,305.9,1,1,2019-12-31,01:55,A,66,6.0NRT,275.3,11.9,N,1.0,1.139945559250927,2.266518563162606
Algeria,35.812,-0.255,302.1,1,1,2019-12-31,02:00,A,47,6.0NRT,280.8,8.6,N,1.0,0.34252450260433,3.1786158821955026
Algeria,35.814,-0.266,306.1,1,1,2019-12-31,02:00,A,67,6.0NRT,280.6,10.8,N,1.0,0.40675012928899656,3.351032208159312
North Macedonia,41.44,21.943,317.3,1.2,1.1,2019-12-31,09:45,T,78,6.0NRT,276.6,25.8,D,1.32,1.8487766485346762,3.119697734085827
France,44.374,3.809,300.6,2.2,1.4,2019-12-31,11:20,T,39,6.0NRT,281.4,22.3,D,3.08,3.5204773998636973,1.944791558667071
France,49.284,0.713,302.5,1.2,1.1,2019-12-31,11:20,T,53,6.0NRT,273.8,12.8,D,1.32,1.5336839423839823,1.8392139928318054
France,44.372,3.814,302.2,2.2,1.4,2019-12-31,11:20,T,51,6.0NRT,281.4,23.1,D,3.08,3.544297283780272,2.018365690973781
Spain,39.337,-5.336,302.5,1.1,1,2019-12-31,11:25,T,45,6.0NRT,283.4,7.1,D,1.1,0.3833755287468754,3.0307034034730744
Algeria,35.813,-0.266,301.2,2.2,1.4,2019-12-31,11:25,T,34,6.0NRT,286.9,13.6,D,3.08,2.9930406280776833,2.6632009569100816
Spain,39.339,-5.348,332.3,1,1,2019-12-31,11:25,T,76,6.0NRT,284.4,36.3,D,1.0,0.7661425338038512,4.629964147992391
Spain,39.434,-5.936,300.6,1,1,2019-12-31,11:25,T,39,6.0NRT,285.4,5,D,1.0,0.18613215993462906,3.092823430899909
Spain,39.436,-5.948,303.1,1,1,2019-12-31,11:25,T,55,6.0NRT,285.9,6.5,D,1.0,0.21501313070470984,3.2425450909995233
North Macedonia,41.441,21.933,306.8,1.1,1.1,2019-12-31,11:25,A,64,6.0NRT,278.8,13.3,D,1.2100000000000002,1.4846442718197976,2.7249645771541475
North Macedonia,41.443,21.947,302.3,1.1,1.1,2019-12-31,11:25,A,52,6.0NRT,278.5,10.1,D,1.2100000000000002,1.4186811191731061,2.4897865274804816
Spain,38.838,-1.037,301.6,1.1,1,2019-12-31,13:00,A,48,6.0NRT,285.3,6.2,D,1.1,0.3831504078270751,3.105847459479956
Algeria,35.802,-0.257,314,1.1,1,2019-12-31,13:00,A,70,6.0NRT,290.6,13.1,D,1.1,0.37572255122697906,4.1723537610507195
Spain,38.719,-0.742,326.1,1.1,1,2019-12-31,13:00,A,73,6.0NRT,285.3,27.6,D,1.1,0.7973505984958587,4.320963988480416
Spain,38.84,-1.025,308.7,1.1,1,2019-12-31,13:00,A,68,6.0NRT,285.4,11,D,1.1,0.4937998680175455,3.449917151103544
France,43.442,4.899,301.1,1.4,1.2,2019-12-31,13:05,A,0,6.0NRT,284.8,10,D,1.68,1.7336543030842675,2.558313562648516
Spain,41.031,-1.599,301.9,1.1,1,2019-12-31,13:05,A,50,6.0NRT,286.4,5.8,D,1.1,0.43199783849686346,3.0810993063358816
Spain,43.169,-6.383,305.8,1,1,2019-12-31,22:30,T,66,6.0NRT,275.8,11.7,N,1.0,0.5260990200667064,2.4159859692564023
Spain,43.176,-6.397,307.5,1,1,2019-12-31,22:30,T,72,6.0NRT,272.2,12.8,N,1.0,0.6210038148836143,2.26085562196233
Spain,43.178,-6.385,310.2,1,1,2019-12-31,22:30,T,79,6.0NRT,274.5,14.6,N,1.0,0.6202173749177291,2.5391799918638718
Algeria,36.789,7.697,305.2,1,1,2020-01-19,10:15,T,61,6.0NRT,289,7.4,D,1.0,0.41948517672996233,3.715755634915239
Algeria,36.88,6.945,301.9,1.1,1,2020-01-19,10:15,T,38,6.0NRT,285.7,6.2,D,1.1,0.542174437904192,3.316355588428771
United Kingdom,51.561,-3.766,300.5,1.4,1.2,2020-01-19,11:50,T,0,6.0NRT,278.9,12.9,D,1.68,2.063779669081429,1.868373676361953
Croatia,43.686,16.648,308.6,1,1,2020-01-19,11:55,A,67,6.0NRT,281.7,11.2,D,1.0,1.0231329970026237,3.0488886293455986
Italy,41.335,15.263,313.6,1.1,1,2020-01-19,11:55,A,64,6.0NRT,283.8,15.5,D,1.1,1.0743257808762539,3.5138338961976654
Italy,39.689,16.23,316.5,1,1,2020-01-19,11:55,A,66,6.0NRT,287.7,15.5,D,1.0,0.8769059408023541,3.998966179259085
Belgium,51.169,3.818,305.8,2,1.4,2020-01-19,12:00,A,47,6.0NRT,280,29.3,D,2.8,3.7236335383375416,1.9178023600845133
Morocco,34.362,-3.237,328.8,1.1,1,2020-01-19,13:30,A,86,6.0NRT,291.9,28.1,D,1.1,0.5712824367460698,5.126902523518908
Germany,51.369,6.708,301.8,1,1,2020-01-19,21:25,T,44,6.0NRT,276.1,9.8,N,1.0,1.0745277390294188,1.9086968493091907
Belgium,51.17,3.816,307.3,1,1,2020-01-19,21:25,T,71,6.0NRT,276.1,13.8,N,1.0,1.1024951542369084,2.1865768039346705
France,43.447,4.89,325.2,1.1,1.1,2019-12-19,01:30,A,100,6.0NRT,284.1,32.6,N,1.2100000000000002,1.4861811899727222,4.037400959021461
France,43.449,4.876,314.4,1.2,1.1,2019-12-19,01:30,A,89,6.0NRT,283.5,19.7,N,1.32,1.4142438181838213,3.399631801266149
Belarus,53.289,28.541,310.8,1,1,2019-12-19,09:15,T,71,6.0NRT,272,15,D,1.0,1.7223442400301237,2.013235655303122
Bulgaria,42.945,24.304,302.1,1,1,2019-12-19,09:20,T,42,6.0NRT,278.1,6.4,D,1.0,1.0031741153979503,2.4732391716675743
Bulgaria,42.859,26.407,308,1,1,2019-12-19,09:20,T,37,6.0NRT,288,8.6,D,1.0,0.934808238316327,3.3851707874994483
Bulgaria,42.848,26.417,315.5,1,1,2019-12-19,09:20,T,70,6.0NRT,288.5,14,D,1.0,1.0454392013144904,3.778069424232089
Bulgaria,42.85,26.404,308.2,1,1,2019-12-19,09:20,T,8,6.0NRT,288.6,8.2,D,1.0,0.9233643663756846,3.429369872810159
Bulgaria,42.857,26.419,322,1,1,2019-12-19,09:20,T,81,6.0NRT,289,20.9,D,1.0,1.1523953052509153,4.142584641931937
Bulgaria,42.714,24.17,307.8,1,1,2019-12-19,09:20,T,66,6.0NRT,283.5,9.8,D,1.0,0.9776443704800067,3.1041798552159756
Bulgaria,42.934,24.314,302.1,1,1,2019-12-19,09:20,T,44,6.0NRT,280.2,6.6,D,1.0,0.9641859135266524,2.6128036156577927
Germany,51.482,6.723,314.8,1.1,1,2019-12-19,10:55,T,0,6.0NRT,284,16.8,D,1.1,1.1929790919723162,3.041831967749859
Germany,51.485,6.708,314,1.1,1,2019-12-19,10:55,T,0,6.0NRT,284.9,15.7,D,1.1,1.1601177481571359,3.057296639235993
Germany,51.521,6.98,301.3,1.1,1.1,2019-12-19,10:55,T,46,6.0NRT,283.8,7.7,D,1.2100000000000002,1.3396082525856614,2.28485792015873
Germany,51.366,6.708,301.5,1.1,1,2019-12-19,10:55,T,41,6.0NRT,284,8.1,D,1.1,0.9797933750809485,2.417605690942345
